M06_DTSAIDA,M06_ID_A76,M06_VEIC_PLACA,A76_DESC,M06_ID,DETALHE 2,M06_ID_CLIENTE,A00_NOME,A00_FANTASIA,E02_LIVRE,E02_DESC,E01_DESC,E02_REF,E02_PESO_LIQ,Soma de M07_QTD,M07_PRECO,VOLUME 2,FATURAMENTO BRUTO 2,DESCONTO,PREÇO FINAL,FATURAMENTO LÍQUIDO 2,A70_DESC,A00_END_BAI,A02_DESC,A14_CODIGO,DESCRIÇÃO_ROTA,A00_ID_VEND,NOME VENDEDOR,A00_ID_VEND_2,NOME SUPERVISOR,A76_ID_EMP,_01_FANTASIA
2025-03-18 00:00:00,110,,LJ 82 - (DCR) Saída - Devolução com Retorno,107024,DCR-DATA ENTREGA: 18/03/2025,9447,MATEUS SUPERMERCADOS SA,MATEUS - CRATEUS,120245,QUEIJO COALHO TRAD VALE MILK 500G,QUEIJO,QC TRAD 500G,"1,00","177,00","R$ 30,50","177,00","R$ 5398,50","0,00%","R$ 30,50","R$ 5398,50",Troc\Bonif\Dev\Deg,FATIMA II,CRATEUS,360,L82-CRATEUS-SEDE,11951,FRANCISCO ENNIO ANDRADE RICARTE,11984,FRANCISCO PASCOAL DA CRUZ VIRTUDIO,82,Valemilk - Interior - LJ 82
2025-03-18 00:00:00,110,,LJ 82 - (DCR) Saída - Devolução com Retorno,107024,DCR-DATA ENTREGA: 18/03/2025,9447,MATEUS SUPERMERCADOS SA,MATEUS - CRATEUS,177001,COALHADA INTEGRAL VALE MILK 140G,COALHADA,COALHADA INT 140G,"0,14","1,00","R$ 2,30","0,14","R$ 2,30","0,00%","R$ 2,30","R$ 2,30",Troc\Bonif\Dev\Deg,FATIMA II,CRATEUS,360,L82-CRATEUS-SEDE,11951,FRANCISCO ENNIO ANDRADE RICARTE,11984,FRANCISCO PASCOAL DA CRUZ VIRTUDIO,82,Valemilk - Interior - LJ 82
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106827,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,120245,QUEIJO COALHO TRAD VALE MILK 500G,QUEIJO,QC TRAD 500G,"1,00","555,00","R$ 30,50","555,00","R$ 16927,50","0,00%","R$ 30,50","R$ 16927,50",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106827,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,120345,QUEIJO COALHO LIGHT VALE MILK 500G,QUEIJO,QC LIGHT 500G,"1,00","3,00","R$ 37,00","3,00","R$ 111,00","0,00%","R$ 37,00","R$ 111,00",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106827,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,120445,QUEIJO COALHO ZERO LAC VALE MILK 500G,QUEIJO,QC ZERO LACT 500G,"1,00","3,00","R$ 39,43","3,00","R$ 118,29","0,00%","R$ 39,43","R$ 118,29",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106827,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,121035,QUEIJO MINAS FRESCAL TRAD VALE MILK 250G,QUEIJO,QMF TRAD 250G,"1,00","3,00","R$ 41,00","3,00","R$ 123,00","0,00%","R$ 41,00","R$ 123,00",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106827,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,121135,QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G,QUEIJO,QMF LIGHT 250G,"1,00","3,00","R$ 36,00","3,00","R$ 108,00","0,00%","R$ 36,00","R$ 108,00",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106827,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,121235,QUEIJO MINAS FRESCAL ZERO VALE MILK 250G,QUEIJO,QMF ZERO LACT 250G,"1,00","3,00","R$ 41,00","3,00","R$ 123,00","0,00%","R$ 41,00","R$ 123,00",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106827,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,121835,RICOTA VALE MILK 200G,RICOTA,RICOTA 200G,"1,00","5,00","R$ 22,50","5,00","R$ 112,50","0,00%","R$ 22,50","R$ 112,50",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,RIG8G48,LJ 81 - (VEN) Venda NF,106828,VEN-DATA ENTREGA: 19/03/2025,9635,MATEUS SUPERMERCADOS SA,MATEUS - MARACANAU,120245,QUEIJO COALHO TRAD VALE MILK 500G,QUEIJO,QC TRAD 500G,"1,00","400,00","R$ 30,50","400,00","R$ 12200,00","0,00%","R$ 30,50","R$ 12200,00",40 dias Boleto,PAJUCARA,MARACANAU,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,OSH4598,LJ 81 - (VEN) Venda NF,106831,VEN-DATA ENTREGA: 19/03/2025,10758,MATEUS SUPERMERCADOS S.A.,MATEUS - MARANGUAPE,120245,QUEIJO COALHO TRAD VALE MILK 500G,QUEIJO,QC TRAD 500G,"1,00","260,00","R$ 30,50","260,00","R$ 7930,00","0,00%","R$ 30,50","R$ 7930,00",40 dias Boleto,TANGUEIRA,MARANGUAPE,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,OSH4598,LJ 81 - (VEN) Venda NF,106831,VEN-DATA ENTREGA: 19/03/2025,10758,MATEUS SUPERMERCADOS S.A.,MATEUS - MARANGUAPE,120345,QUEIJO COALHO LIGHT VALE MILK 500G,QUEIJO,QC LIGHT 500G,"1,00","5,00","R$ 37,00","5,00","R$ 185,00","0,00%","R$ 37,00","R$ 185,00",40 dias Boleto,TANGUEIRA,MARANGUAPE,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,OSH4598,LJ 81 - (VEN) Venda NF,106831,VEN-DATA ENTREGA: 19/03/2025,10758,MATEUS SUPERMERCADOS S.A.,MATEUS - MARANGUAPE,120445,QUEIJO COALHO ZERO LAC VALE MILK 500G,QUEIJO,QC ZERO LACT 500G,"1,00","10,00","R$ 39,43","10,00","R$ 394,30","0,00%","R$ 39,43","R$ 394,30",40 dias Boleto,TANGUEIRA,MARANGUAPE,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,OSH4598,LJ 81 - (VEN) Venda NF,106831,VEN-DATA ENTREGA: 19/03/2025,10758,MATEUS SUPERMERCADOS S.A.,MATEUS - MARANGUAPE,121835,RICOTA VALE MILK 200G,RICOTA,RICOTA 200G,"1,00","4,00","R$ 22,50","4,00","R$ 90,00","0,00%","R$ 22,50","R$ 90,00",40 dias Boleto,TANGUEIRA,MARANGUAPE,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106832,VEN-DATA ENTREGA: 19/03/2025,11733,MATEUS SUPERMERCADOS S.A.,MATEUS - JOSE WALTER,120245,QUEIJO COALHO TRAD VALE MILK 500G,QUEIJO,QC TRAD 500G,"1,00","500,00","R$ 30,50","500,00","R$ 15250,00","0,00%","R$ 30,50","R$ 15250,00",40 dias Boleto,BARROSO,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106832,VEN-DATA ENTREGA: 19/03/2025,11733,MATEUS SUPERMERCADOS S.A.,MATEUS - JOSE WALTER,120345,QUEIJO COALHO LIGHT VALE MILK 500G,QUEIJO,QC LIGHT 500G,"1,00","10,00","R$ 37,00","10,00","R$ 370,00","0,00%","R$ 37,00","R$ 370,00",40 dias Boleto,BARROSO,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106832,VEN-DATA ENTREGA: 19/03/2025,11733,MATEUS SUPERMERCADOS S.A.,MATEUS - JOSE WALTER,120445,QUEIJO COALHO ZERO LAC VALE MILK 500G,QUEIJO,QC ZERO LACT 500G,"1,00","5,00","R$ 39,43","5,00","R$ 197,15","0,00%","R$ 39,43","R$ 197,15",40 dias Boleto,BARROSO,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106832,VEN-DATA ENTREGA: 19/03/2025,11733,MATEUS SUPERMERCADOS S.A.,MATEUS - JOSE WALTER,121135,QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G,QUEIJO,QMF LIGHT 250G,"1,00","5,00","R$ 36,00","5,00","R$ 180,00","0,00%","R$ 36,00","R$ 180,00",40 dias Boleto,BARROSO,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106832,VEN-DATA ENTREGA: 19/03/2025,11733,MATEUS SUPERMERCADOS S.A.,MATEUS - JOSE WALTER,121235,QUEIJO MINAS FRESCAL ZERO VALE MILK 250G,QUEIJO,QMF ZERO LACT 250G,"1,00","2,00","R$ 41,00","2,00","R$ 82,00","0,00%","R$ 41,00","R$ 82,00",40 dias Boleto,BARROSO,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,PNP4654,LJ 81 - (VEN) Venda NF,106833,VEN-DATA ENTREGA: 19/03/2025,11622,MATEUS SUPERMERCADOS S.A,MATEUS - CAUCAIA,120245,QUEIJO COALHO TRAD VALE MILK 500G,QUEIJO,QC TRAD 500G,"1,00","54,00","R$ 30,50","54,00","R$ 1647,00","0,00%","R$ 30,50","R$ 1647,00",40 dias Boleto,PARQUE GUADALAJARA (JUREMA),CAUCAIA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,PNP4654,LJ 81 - (VEN) Venda NF,106833,VEN-DATA ENTREGA: 19/03/2025,11622,MATEUS SUPERMERCADOS S.A,MATEUS - CAUCAIA,120345,QUEIJO COALHO LIGHT VALE MILK 500G,QUEIJO,QC LIGHT 500G,"1,00","5,00","R$ 37,00","5,00","R$ 185,00","0,00%","R$ 37,00","R$ 185,00",40 dias Boleto,PARQUE GUADALAJARA (JUREMA),CAUCAIA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106834,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,152050,REQUEIJAO TRAD VALE MILK 400G,REQUEIJAO,RQ TRAD 400G,"0,40","348,00","R$ 9,80","139,20","R$ 3410,40","0,00%","R$ 9,80","R$ 3410,40",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106834,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,152130,REQUEIJAO LIGHT VALE MILK 200G,REQUEIJAO,RQ LIGHT 200G,"0,20","48,00","R$ 6,00","9,60","R$ 288,00","0,00%","R$ 6,00","R$ 288,00",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106834,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,152150,REQUEIJAO LIGHT VALE MILK 400G,REQUEIJAO,RQ LIGHT 400G,"0,40","348,00","R$ 9,80","139,20","R$ 3410,40","0,00%","R$ 9,80","R$ 3410,40",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,OSH4598,LJ 81 - (VEN) Venda NF,106842,VEN-DATA ENTREGA: 19/03/2025,10758,MATEUS SUPERMERCADOS S.A.,MATEUS - MARANGUAPE,152050,REQUEIJAO TRAD VALE MILK 400G,REQUEIJAO,RQ TRAD 400G,"0,40","396,00","R$ 9,80","158,40","R$ 3880,80","0,00%","R$ 9,80","R$ 3880,80",40 dias Boleto,TANGUEIRA,MARANGUAPE,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,OSH4598,LJ 81 - (VEN) Venda NF,106842,VEN-DATA ENTREGA: 19/03/2025,10758,MATEUS SUPERMERCADOS S.A.,MATEUS - MARANGUAPE,152150,REQUEIJAO LIGHT VALE MILK 400G,REQUEIJAO,RQ LIGHT 400G,"0,40","252,00","R$ 9,80","100,80","R$ 2469,60","0,00%","R$ 9,80","R$ 2469,60",40 dias Boleto,TANGUEIRA,MARANGUAPE,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,OSH4598,LJ 81 - (VEN) Venda NF,106842,VEN-DATA ENTREGA: 19/03/2025,10758,MATEUS SUPERMERCADOS S.A.,MATEUS - MARANGUAPE,152560,MANTEIGA GHEE VALE MILK 160G,MANTEIGA,MANTEIGA GHEE 160G,"0,16","6,00","R$ 13,90","0,96","R$ 83,40","0,00%","R$ 13,90","R$ 83,40",40 dias Boleto,TANGUEIRA,MARANGUAPE,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106843,VEN-DATA ENTREGA: 19/03/2025,11733,MATEUS SUPERMERCADOS S.A.,MATEUS - JOSE WALTER,152050,REQUEIJAO TRAD VALE MILK 400G,REQUEIJAO,RQ TRAD 400G,"0,40","348,00","R$ 9,80","139,20","R$ 3410,40","0,00%","R$ 9,80","R$ 3410,40",40 dias Boleto,BARROSO,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106843,VEN-DATA ENTREGA: 19/03/2025,11733,MATEUS SUPERMERCADOS S.A.,MATEUS - JOSE WALTER,152530,MANTEIGA VALE MILK 200G,MANTEIGA,MANTEIGA 200G,"0,20","120,00","R$ 8,50","24,00","R$ 1020,00","0,00%","R$ 8,50","R$ 1020,00",40 dias Boleto,BARROSO,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,PNP4654,LJ 81 - (VEN) Venda NF,106844,VEN-DATA ENTREGA: 19/03/2025,11622,MATEUS SUPERMERCADOS S.A,MATEUS - CAUCAIA,152050,REQUEIJAO TRAD VALE MILK 400G,REQUEIJAO,RQ TRAD 400G,"0,40","384,00","R$ 9,80","153,60","R$ 3763,20","0,00%","R$ 9,80","R$ 3763,20",40 dias Boleto,PARQUE GUADALAJARA (JUREMA),CAUCAIA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,PNP4654,LJ 81 - (VEN) Venda NF,106844,VEN-DATA ENTREGA: 19/03/2025,11622,MATEUS SUPERMERCADOS S.A,MATEUS - CAUCAIA,152150,REQUEIJAO LIGHT VALE MILK 400G,REQUEIJAO,RQ LIGHT 400G,"0,40","312,00","R$ 9,80","124,80","R$ 3057,60","0,00%","R$ 9,80","R$ 3057,60",40 dias Boleto,PARQUE GUADALAJARA (JUREMA),CAUCAIA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,RIG8G48,LJ 81 - (VEN) Venda NF,106867,VEN-DATA ENTREGA: 19/03/2025,9635,MATEUS SUPERMERCADOS SA,MATEUS - MARACANAU,138070,BEBIDA LACTEA DE MORANGO VALE MILK 900G,BEBIDA LACTEA,BL SC MOR 900G,"0,90","312,00","R$ 3,30","280,80","R$ 1029,60","0,00%","R$ 3,30","R$ 1029,60",40 dias Boleto,PAJUCARA,MARACANAU,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,RIG8G48,LJ 81 - (VEN) Venda NF,106867,VEN-DATA ENTREGA: 19/03/2025,9635,MATEUS SUPERMERCADOS SA,MATEUS - MARACANAU,138170,BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 900G,BEBIDA LACTEA,BL SC S/FRUT 900G,"0,90","156,00","R$ 3,30","140,40","R$ 514,80","0,00%","R$ 3,30","R$ 514,80",40 dias Boleto,PAJUCARA,MARACANAU,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,RIG8G48,LJ 81 - (VEN) Venda NF,106867,VEN-DATA ENTREGA: 19/03/2025,9635,MATEUS SUPERMERCADOS SA,MATEUS - MARACANAU,138265,BEBIDA LACTEA DE AMEIXA VALE MILK 900G,BEBIDA LACTEA,BL SC AME 900G,"0,90","84,00","R$ 3,30","75,60","R$ 277,20","0,00%","R$ 3,30","R$ 277,20",40 dias Boleto,PAJUCARA,MARACANAU,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,RIG8G48,LJ 81 - (VEN) Venda NF,106867,VEN-DATA ENTREGA: 19/03/2025,9635,MATEUS SUPERMERCADOS SA,MATEUS - MARACANAU,168454,BEBIDA LACTEA BANDEJA MOR/SF VALEMILK 540G,BEBIDA LACTEA,BL BDJ S/FRUT 540G,"0,54","100,00","R$ 3,20","54,00","R$ 320,00","0,00%","R$ 3,20","R$ 320,00",40 dias Boleto,PAJUCARA,MARACANAU,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,RIG8G48,LJ 81 - (VEN) Venda NF,106867,VEN-DATA ENTREGA: 19/03/2025,9635,MATEUS SUPERMERCADOS SA,MATEUS - MARACANAU,177001,COALHADA INTEGRAL VALE MILK 140G,COALHADA,COALHADA INT 140G,"0,14","96,00","R$ 2,30","13,44","R$ 220,80","0,00%","R$ 2,30","R$ 220,80",40 dias Boleto,PAJUCARA,MARACANAU,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,RIG8G48,LJ 81 - (VEN) Venda NF,106867,VEN-DATA ENTREGA: 19/03/2025,9635,MATEUS SUPERMERCADOS SA,MATEUS - MARACANAU,187001,IOGURTE NATURAL INTEGRAL VALE MILK 150G,IOGURTE,IOG NAT INT 150G,"0,15","144,00","R$ 2,50","21,60","R$ 360,00","0,00%","R$ 2,50","R$ 360,00",40 dias Boleto,PAJUCARA,MARACANAU,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,RIG8G48,LJ 81 - (VEN) Venda NF,106867,VEN-DATA ENTREGA: 19/03/2025,9635,MATEUS SUPERMERCADOS SA,MATEUS - MARACANAU,187201,IOGURTE NATURAL DESNATADO VALE MILK 150G,IOGURTE,IOG NAT DESN 150G,"0,15","24,00","R$ 2,50","3,60","R$ 60,00","0,00%","R$ 2,50","R$ 60,00",40 dias Boleto,PAJUCARA,MARACANAU,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106872,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,138070,BEBIDA LACTEA DE MORANGO VALE MILK 900G,BEBIDA LACTEA,BL SC MOR 900G,"0,90","228,00","R$ 3,30","205,20","R$ 752,40","0,00%","R$ 3,30","R$ 752,40",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106872,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,168054,BEBIDA LACTEA  BANDEJA MORANGO VALEMILK 540G,BEBIDA LACTEA,BL BDJ MOR 540G,"0,54","80,00","R$ 3,20","43,20","R$ 256,00","0,00%","R$ 3,20","R$ 256,00",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106872,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,177201,COALHADA DESNATADA VALE MILK 140G,COALHADA,COALHADA DESN 140G,"0,14","36,00","R$ 2,30","5,04","R$ 82,80","0,00%","R$ 2,30","R$ 82,80",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106872,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,187001,IOGURTE NATURAL INTEGRAL VALE MILK 150G,IOGURTE,IOG NAT INT 150G,"0,15","60,00","R$ 2,50","9,00","R$ 150,00","0,00%","R$ 2,50","R$ 150,00",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
2025-03-19 00:00:00,38,NNK0323,LJ 81 - (VEN) Venda NF,106872,VEN-DATA ENTREGA: 19/03/2025,10756,MATEUS SUPERMERCADOS S.A.,MATEUS - HENRIQUE JORGE,187201,IOGURTE NATURAL DESNATADO VALE MILK 150G,IOGURTE,IOG NAT DESN 150G,"0,15","24,00","R$ 2,50","3,60","R$ 60,00","0,00%","R$ 2,50","R$ 60,00",40 dias Boleto,DOM LUSTOSA,FORTALEZA,349,L81 - AS - MATEUS,12033,MARCOS ANTONIO GONCALVES MAGALHAES,12033,MARCOS ANTONIO GONCALVES MAGALHAES,81,Valemilk - Filial - LJ 81
